model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 Kuga,2019,Manual,9418,Petrol,148.67805721,34.4,1.5,17528
 Grand C-MAX,2018,Manual,21068,Diesel,145.65126327,65.2,1.5,14442
 B-MAX,2017,Manual,11518,Petrol,96.58948824,56.4,1.0,11999
 Kuga,2017,Semi-Auto,43192,Diesel,148.04887483,60.0,1.5,14191
 Mondeo,2016,Automatic,29073,Diesel,54.14938549,59.1,1.5,11323
 Grand C-MAX,2017,Manual,7291,Petrol,127.7405453,52.6,1.0,9994
 Fiesta,2018,Manual,31067,Petrol,145.20284517,66.3,1.0,9347
 Focus,2019,Manual,8859,Petrol,140.53250023,60.1,1.0,16413
 Fiesta,2013,Manual,31079,Petrol,0.0,65.7,1.0,7055
 Focus,2019,Automatic,7825,Diesel,145.86873822,64.5,2.0,18874
 Kuga,2019,Manual,2234,Diesel,148.07663833,36.8,2.0,25108
 Grand C-MAX,2016,Manual,46144,Petrol,40.83917336,54.6,1.0,8735
 EcoSport,2017,Manual,28026,Petrol,152.63953147,53.2,1.0,9748
 C-MAX,2016,Manual,10510,Diesel,130.61176405,51.6,2.0,11626
 Fiesta,2017,Manual,39817,Petrol,149.95043765,66.0,1.0,10266
 Fiesta,2019,Manual,3472,Petrol,145.7431016,40.3,1.5,14644
 Focus,2016,Manual,19809,Petrol,23.12786772,60.4,1.0,10832
 Focus,2017,Manual,21268,Diesel,151.34681626,67.7,1.5,16006
 EcoSport,2017,Semi-Auto,12037,Petrol,133.18991876,53.2,1.0,10699
 Focus,2017,Manual,19499,Diesel,146.91537125,41.6,2.0,18106
 Focus,2017,Manual,8005,Diesel,147.92336153,74.3,1.5,12212
 Fiesta,2018,Manual,7625,Petrol,148.38727689,55.4,1.0,11639
 Fiesta,2016,Manual,33226,Petrol,117.38345727,58.4,1.2,4494
 Grand C-MAX,2012,Manual,91954,Diesel,126.64355386,59.2,1.6,5326
 Fiesta,2018,Manual,18458,Petrol,151.00568985,66.7,1.0,10543
 Edge,2018,Manual,15264,Diesel,149.89028783,49.3,2.0,21633
 Fiesta,2017,Manual,12626,Petrol,22.31500086,63.6,1.0,11996
 Fiesta,2015,Manual,14037,Petrol,0.0,66.4,1.0,8713
 Fiesta,2016,Manual,31011,Petrol,0.0,67.2,1.0,9114
 Focus,2019,Manual,8171,Petrol,146.2231363,61.1,1.0,14619
 EcoSport,2014,Manual,31562,Petrol,70.48086809,54.8,1.0,5139
 Focus,2005,Automatic,14119,Petrol,145.55869882,36.5,1.5,16355
 Focus,2018,Manual,13693,Petrol,145.39464896,42.1,2.0,10412
 Focus,2015,Manual,20954,Diesel,28.08097244,71.8,2.0,9977
 Fiesta,2017,Manual,27353,Petrol,145.13336028,55.1,1.2,7867
 EcoSport,2018,Manual,11071,Petrol,149.92575707,54.6,1.0,15075
 Focus,2016,Manual,16965,Diesel,29.62164953,68.0,2.0,16270
 Kuga,2016,Manual,132687,Diesel,45.04880607,64.5,1.5,10999
 C-MAX,2017,Manual,49473,Diesel,21.06201826,69.6,1.5,7563
 Focus,2015,Manual,73363,Petrol,238.19263397,39.4,2.0,10999
 Fiesta,2018,Manual,9356,Petrol,145.9214343,55.7,1.1,10611
 Focus,2017,Manual,25834,Diesel,0.0,74.3,1.5,11995
 Focus,2018,Manual,21786,Petrol,145.22794378,41.7,2.0,19097
 EcoSport,2017,Manual,22605,Petrol,150.00681347,52.7,1.0,11998
 Fiesta,2019,Manual,8441,Petrol,150.26384168,59.9,1.0,13690
 Mondeo,2015,Manual,87190,Diesel,23.96586717,68.9,2.0,10058
 B-MAX,2013,Automatic,35632,Petrol,149.01463749,44.5,1.6,6472
 Fiesta,2015,Manual,30191,Petrol,0.0,67.0,1.0,7532
 KA,2019,Manual,2778,Petrol,145.09103522,48.0,1.2,9914
 Focus,2017,Semi-Auto,6351,Diesel,146.81630672,65.2,2.0,17487
 Fiesta,2017,Manual,23998,Petrol,130.39331777,54.4,1.2,8058
 Kuga,2016,Manual,27283,Diesel,147.50635961,54.8,2.0,16027
 Fiesta,2017,Manual,15759,Petrol,145.71616137,63.1,1.0,10582
 Fiesta,2016,Manual,24172,Petrol,0.0,66.6,1.0,8129
 Mondeo,2018,Manual,34208,Diesel,148.11320113,69.7,2.0,16025
 Focus,2014,Manual,25998,Petrol,0.0,58.0,1.0,8325
 Focus,2019,Automatic,2949,Petrol,148.33549498,37.3,1.0,20876
 Fiesta,2015,Manual,16586,Petrol,0.0,66.7,1.0,9593
 Grand C-MAX,2017,Manual,38690,Diesel,96.682152,64.8,1.5,9512
 Kuga,2017,Manual,20716,Diesel,148.87013038,55.1,2.0,18617
 Edge,2018,Semi-Auto,15042,Diesel,149.37552254,48.2,2.0,20815
 Ka+,2018,Manual,4080,Petrol,146.89762312,49.4,1.2,9230
 Kuga,2019,Manual,20231,Petrol,149.52345097,35.5,1.5,17728
 C-MAX,2018,Manual,6548,Diesel,147.56916879,54.8,1.5,11996
 Fiesta,2016,Manual,15242,Petrol,28.30750418,63.6,1.0,9280
 Focus,2017,Manual,24904,Petrol,149.85399494,41.8,2.0,19553
 Ka+,2018,Manual,16028,Petrol,154.15476783,57.8,1.2,8367
 Kuga,2017,Manual,21566,Diesel,146.13515349,64.6,1.5,16285
 Focus,2019,Manual,6065,Petrol,147.67631992,61.0,1.0,17582
 Fiesta,2018,Manual,30594,Petrol,151.28116745,54.5,1.2,7998
 Fiesta,2016,Manual,12077,Petrol,133.61121157,55.0,1.2,9527
 KA,2016,Manual,22421,Petrol,77.61209002,58.0,1.2,4601
 EcoSport,2017,Manual,23383,Diesel,146.1284465,74.3,1.5,9950
 Kuga,2018,Manual,7446,Petrol,149.73875771,39.5,1.5,18741
 Fiesta,2020,Manual,2204,Petrol,147.98069764,61.3,1.0,16024
 Kuga,2016,Manual,105210,Diesel,148.50176678,61.2,2.0,8995
 Fiesta,2019,Manual,12510,Petrol,150.93831416,49.2,1.0,15312
 Fiesta,2017,Manual,29973,Petrol,147.18951847,51.7,1.0,11341
 Mondeo,2016,Automatic,36911,Hybrid,0.0,68.1,1.5,9950
 Focus,2017,Manual,3229,Petrol,150.78136816,60.4,1.0,11807
 EcoSport,2019,Automatic,17,Petrol,148.65252845,46.0,1.0,16171
 Fiesta,2013,Manual,36978,Petrol,65.75277274,54.3,1.2,5394
 Fiesta,2018,Semi-Auto,14886,Petrol,149.91376372,54.9,1.0,13072
 Fiesta,2019,Manual,15377,Petrol,145.43505668,59.7,1.0,13817
 Fiesta,2016,Manual,14724,Petrol,149.79500679,48.6,1.6,8559
 Kuga,2016,Semi-Auto,7659,Diesel,162.3934353,46.0,2.0,13864
 Fiesta,2009,Manual,24518,Petrol,0.0,67.0,1.0,8117
 Fiesta,2018,Manual,29451,Petrol,145.07973895,56.5,1.0,10522
 C-MAX,2011,Manual,45089,Petrol,21.32177722,69.5,1.5,6854
 EcoSport,2015,Manual,20301,Petrol,127.58330078,53.1,1.0,8519
 Focus,2018,Manual,14334,Petrol,149.44907762,61.0,1.0,12713
 Fiesta,2018,Manual,12985,Petrol,151.12640326,56.5,1.0,12668
 Ka+,2019,Manual,4679,Petrol,146.9214045,48.6,1.2,8166
 Fiesta,2019,Manual,19990,Petrol,149.0089638,56.2,1.0,12868
 Kuga,2017,Manual,17513,Diesel,146.88758757,64.4,1.5,15866
 Fiesta,2014,Manual,27412,Petrol,0.0,66.8,1.0,7088
 Fiesta,2014,Manual,38635,Petrol,0.0,66.8,1.0,6888
 Focus,2019,Manual,2952,Petrol,148.5770298,59.8,2.3,37119
 Focus,2019,Automatic,17601,Diesel,145.13527714,65.4,1.5,17511
 Fiesta,2018,Manual,49895,Petrol,149.38830462,67.0,1.0,11162
 Fiesta,2018,Manual,14314,Petrol,148.35575162,66.3,1.0,10742
 Focus,2018,Manual,27203,Petrol,145.95617425,58.6,1.0,13166
 EcoSport,2018,Automatic,24558,Petrol,146.79020986,49.3,1.0,14450
 Focus,2017,Manual,25751,Diesel,145.67513819,69.7,1.5,12520
 Fiesta,2016,Manual,52988,Petrol,25.63660931,62.8,1.0,7223
 Fiesta,2014,Manual,32692,Petrol,0.0,65.9,1.0,7459
 Galaxy,2017,Manual,37319,Diesel,132.72754131,56.5,2.0,17994
 Fiesta,2014,Manual,16938,Petrol,0.0,58.2,1.0,6477
 Focus,2018,Manual,31710,Petrol,147.23351857,42.1,2.0,17992
 Fiesta,2018,Manual,10630,Petrol,147.22098055,65.9,1.0,10438
 Focus,2019,Manual,16628,Diesel,145.65391976,74.3,1.5,14284
 Focus,2012,Manual,67899,Petrol,29.45779844,59.9,1.0,6270
 Focus,2016,Manual,108216,Petrol,25.9937816,61.3,1.0,5858
 Focus,2016,Manual,6509,Diesel,134.12156188,52.1,2.0,13268
 Fiesta,2018,Manual,8299,Petrol,148.38709106,64.5,1.1,9838
 Kuga,2017,Manual,57087,Diesel,147.05363814,60.3,2.0,11093
 Fiesta,2016,Manual,10190,Petrol,0.0,66.6,1.0,9995
 Focus,2018,Manual,24138,Petrol,145.09033312,51.5,1.5,13599
 Kuga,2018,Automatic,9979,Diesel,145.88341089,29.3,2.0,18906
 Focus,2017,Semi-Auto,5187,Petrol,131.89767238,51.5,1.0,11997
 Fiesta,2017,Manual,7241,Petrol,145.27558519,66.3,1.0,10262
 Fiesta,2016,Manual,15921,Petrol,130.25682843,55.1,1.2,8395
 Fiesta,2015,Manual,18672,Diesel,0.0,80.3,1.5,7762
 Fiesta,2016,Manual,33666,Petrol,146.98486535,48.3,1.6,10589
 Focus,2017,Manual,22710,Petrol,148.08212159,52.2,1.5,13492
 Focus,2019,Manual,12422,Petrol,146.255827,34.5,2.3,36020
 Fiesta,2016,Manual,27970,Petrol,133.13677656,55.0,1.2,7135
 EcoSport,2018,Manual,7726,Petrol,147.06021768,45.6,1.0,12904
 Grand C-MAX,2015,Manual,30703,Diesel,54.82924617,61.5,1.5,8999
 Kuga,2019,Manual,7569,Petrol,145.57627047,39.3,1.5,19919
 Kuga,2017,Manual,29143,Diesel,146.9365924,54.7,2.0,14648
 Focus,2018,Manual,16864,Petrol,152.78908,60.3,1.0,12173
 Focus,2018,Manual,26490,Petrol,145.6957153,61.4,1.0,11458
 Ka+,2018,Manual,3913,Petrol,149.42994867,43.9,1.2,9421
 Fiesta,2015,Manual,33812,Petrol,0.0,65.7,1.0,7344
 Kuga,2017,Manual,14885,Petrol,146.88812505,45.8,1.5,14050
 Focus,2018,Manual,23149,Petrol,146.51306498,61.1,1.0,12410
 EcoSport,2017,Manual,14026,Petrol,133.66567787,54.2,1.0,9877
 Focus,2014,Manual,51606,Petrol,57.21400538,56.5,1.0,7194
 Focus,2019,Manual,1343,Petrol,147.62465699,60.1,1.0,16501
 Kuga,2017,Manual,27222,Petrol,147.95120134,60.1,2.0,14362
 Focus,2018,Manual,10440,Diesel,147.25811962,64.0,2.0,22252
 Focus,2017,Manual,19618,Petrol,149.83765676,60.6,1.0,12507
 Fiesta,2016,Manual,8257,Petrol,0.0,66.0,1.0,10287
 Fiesta,2017,Manual,12511,Petrol,0.0,65.8,1.0,10462
 Focus,2020,Manual,178,Petrol,147.18770383,60.0,1.0,21460
 Fiesta,2019,Manual,5852,Petrol,146.4368104,60.8,1.0,16974
 EcoSport,2016,Manual,20918,Diesel,163.40795905,45.3,1.5,8684
 Focus,2019,Automatic,3443,Diesel,147.39515827,65.3,2.0,19971
 Ka+,2018,Manual,24324,Petrol,146.38060605,57.9,1.2,7991
 Fiesta,2013,Manual,53964,Petrol,45.7084715,54.5,1.2,6163
 Focus,2019,Manual,8467,Petrol,148.42546519,60.2,1.0,15339
 Focus,2016,Manual,29612,Petrol,21.07213828,60.1,1.0,10793
 Kuga,2019,Manual,10047,Petrol,146.5564927,39.3,1.5,22546
 Fiesta,2017,Manual,888,Petrol,148.42170991,54.8,1.0,12924
 Kuga,2016,Semi-Auto,70956,Diesel,146.82505649,54.6,2.0,10497
 EcoSport,2015,Semi-Auto,30684,Petrol,181.64818627,45.0,1.5,7718
 Ka+,2019,Manual,3019,Petrol,149.24980484,48.9,1.2,11344
 Fiesta,2016,Manual,32159,Petrol,128.60511021,55.3,1.2,7591
 Focus,2019,Manual,10523,Petrol,149.27847288,60.8,1.0,15788
 Focus,2019,Manual,4039,Petrol,146.43371282,34.5,2.3,28845
 Fiesta,2018,Manual,9015,Petrol,149.7611699,66.0,1.0,11488
 Focus,2018,Manual,23853,Petrol,154.00467615,60.5,1.0,15448
 Focus,2019,Manual,971,Diesel,145.28537003,62.5,1.5,17232
 Fiesta,2018,Manual,17902,Petrol,147.46932402,59.4,1.0,12842
 EcoSport,2015,Manual,28723,Petrol,183.59620796,45.1,1.5,9489
 Kuga,2017,Manual,11652,Diesel,235.95088516,38.5,1.5,15126
 Grand C-MAX,2016,Manual,22129,Petrol,89.57645098,54.4,1.0,9450
 Kuga,2018,Manual,14980,Petrol,148.70603688,45.8,1.5,16076
 Focus,2013,Manual,54156,Petrol,126.9345827,56.5,1.0,7313
 Focus,2019,Automatic,3096,Diesel,149.92747987,68.1,1.5,20492
 Focus,2016,Manual,39225,Petrol,201.00023684,42.0,2.0,16087
 Fiesta,2019,Manual,1214,Petrol,149.27387327,55.4,1.0,16021
 Kuga,2017,Manual,23510,Diesel,125.31820963,60.5,2.0,15743
 Kuga,2017,Manual,25547,Diesel,204.81769415,48.2,2.0,18611
 Ka+,2014,Manual,6044,Petrol,78.52189615,57.7,1.2,6961
 Focus,2019,Manual,7793,Petrol,146.46004775,60.0,1.0,16266
 Fiesta,2017,Manual,11094,Petrol,146.42333728,64.8,1.1,9669
 Fiesta,2017,Manual,15726,Petrol,0.0,66.6,1.0,10496
 Kuga,2015,Manual,46755,Diesel,131.85011935,60.4,2.0,12394
 Kuga,2018,Manual,21449,Diesel,152.5425232,64.2,1.5,14047
 Focus,2019,Manual,2548,Petrol,152.61854399,51.3,1.0,25775
 Kuga,2015,Manual,45244,Diesel,46.37756366,64.7,1.5,8723
 Mondeo,2014,Manual,64272,Diesel,110.73889629,63.8,2.0,9149
 Kuga,2016,Manual,33076,Diesel,40.27211028,65.1,1.5,12272
 C-MAX,2016,Manual,21780,Diesel,75.85523621,62.0,2.0,10996
 Fiesta,2017,Manual,8762,Petrol,152.32513257,54.7,1.0,10593
 C-MAX,2017,Manual,31679,Petrol,151.81651429,55.9,1.0,11999
 Kuga,2017,Manual,19165,Diesel,126.20763664,60.7,2.0,14400
 Focus,2018,Manual,5215,Petrol,152.83593037,57.9,1.0,12941
 Focus,2015,Automatic,49277,Diesel,146.60015358,68.8,2.0,15780
 EcoSport,2018,Manual,12,Petrol,149.3162236,53.9,1.0,15971
 KA,2015,Manual,20114,Petrol,133.49784337,58.7,1.2,4586
 Focus,2015,Manual,39625,Petrol,153.61580766,61.3,1.0,6714
 Grand C-MAX,2017,Manual,44227,Diesel,125.43386162,60.2,2.0,11614
 C-MAX,2017,Manual,35430,Diesel,154.73504729,69.6,1.5,10371
 Kuga,2017,Manual,29253,Diesel,146.5244768,45.2,2.0,17990
 Fiesta,2018,Manual,35681,Petrol,147.35991153,66.4,1.0,10752
 Fiesta,2017,Manual,7872,Petrol,148.14433837,58.7,1.2,9822
 Focus,2018,Manual,21877,Diesel,145.95751922,74.3,1.5,13997
 Fiesta,2015,Manual,49457,Petrol,23.27767799,63.6,1.0,7326
 Fiesta,2018,Manual,10433,Petrol,145.2697633,66.8,1.0,11497
 Focus,2013,Manual,40197,Diesel,24.20325701,68.1,1.6,5883
 Fiesta,2015,Manual,27768,Diesel,0.0,78.7,1.5,7175
 Focus,2018,Manual,22277,Petrol,154.96983153,41.5,2.0,17445
 Edge,2015,Manual,17469,Diesel,203.00542922,48.5,2.0,11113
 Focus,2017,Manual,18901,Petrol,0.0,74.3,1.5,9503
 Focus,2012,Manual,65924,Diesel,25.09420633,67.6,1.6,5350
 EcoSport,2017,Manual,21385,Petrol,149.34067408,52.3,1.0,10996
 Focus,2016,Manual,21580,Petrol,29.80111778,61.6,1.0,9545
 C-MAX,2013,Manual,34470,Diesel,70.71579525,62.7,1.6,7991
 Kuga,2017,Automatic,23895,Diesel,152.25969587,52.6,2.0,15141
 B-MAX,2016,Manual,17784,Petrol,125.68919229,53.1,1.0,9841
 EcoSport,2018,Semi-Auto,9168,Petrol,150.4018505,46.0,1.0,12707
 Fiesta,2017,Manual,19665,Petrol,128.98733123,54.7,1.2,7811
 Fiesta,2019,Manual,11319,Petrol,146.94758764,49.1,1.1,13054
 Kuga,2018,Semi-Auto,18399,Diesel,145.98258148,48.4,2.0,17779
 Ka+,2019,Manual,5799,Petrol,146.96553446,48.2,1.2,9908
 Focus,2016,Manual,34484,Petrol,20.39400523,60.7,1.0,9837
 Fiesta,2017,Manual,8022,Petrol,148.65447544,61.0,1.0,12673
 EcoSport,2017,Manual,8693,Petrol,160.47908754,45.1,1.5,9220
 Mondeo,2017,Manual,69764,Diesel,154.3663824,79.0,1.5,10008
 KA,2014,Manual,30532,Diesel,57.87981734,58.5,2.0,4969
 Fiesta,2017,Manual,28471,Petrol,145.00216344,67.2,1.0,8511
 Focus,2017,Manual,22510,Diesel,145.14097449,74.3,1.5,12598
 Fiesta,2017,Semi-Auto,40602,Petrol,125.70730817,52.1,1.0,8700
 Ka+,2018,Manual,3708,Petrol,145.42177608,43.6,1.2,9528
 Focus,2015,Automatic,44248,Diesel,0.0,68.4,2.0,9999
 Focus,2015,Manual,39905,Petrol,236.82835074,39.6,2.0,15951
 Grand C-MAX,2013,Manual,51344,Diesel,107.51943216,65.3,1.6,7686
 KA,2015,Manual,61165,Petrol,85.54156329,58.0,1.2,3723
 Fiesta,2017,Manual,7728,Petrol,132.15177544,54.6,1.2,8657
 S-MAX,2018,Manual,16770,Diesel,145.52238903,59.6,2.0,15491
 Focus,2019,Automatic,5485,Diesel,144.95922173,64.5,2.0,20402
 Fiesta,2017,Manual,35439,Petrol,21.18134715,63.3,1.0,9723
 Fiesta,2018,Manual,19724,Petrol,147.96023521,66.3,1.0,12252
 Kuga,2018,Manual,21009,Diesel,149.1203968,48.6,2.0,16000
 Kuga,2017,Manual,35782,Diesel,133.24640122,60.8,2.0,14077
 Fiesta,2018,Manual,17218,Petrol,148.13042898,65.9,1.0,10282
 Focus,2017,Manual,11063,Petrol,0.0,74.3,1.5,11693
 EcoSport,2016,Manual,27244,Petrol,38.74858312,54.9,1.0,7935
 Fiesta,2019,Semi-Auto,3952,Petrol,145.77774053,43.4,1.0,14458
 Fiesta,2017,Manual,13323,Petrol,148.63081952,63.4,1.0,11488
 Fiesta,2019,Manual,9279,Petrol,146.6128969,59.5,1.0,13641
 Focus,2019,Manual,10252,Diesel,149.45844815,67.5,2.0,18714
 B-MAX,2018,Manual,10667,Petrol,147.00273646,56.1,1.0,11456
 Kuga,2015,Manual,38865,Diesel,0.0,74.3,1.5,9001
 Fiesta,2014,Manual,25880,Petrol,0.0,65.8,1.0,7023
 Kuga,2017,Manual,12554,Diesel,147.69366043,60.1,2.0,19796
 Fiesta,2014,Manual,39941,Petrol,33.5280101,55.0,1.2,6019
 Fiesta,2014,Manual,27596,Petrol,55.05764483,54.3,1.2,6265
 Kuga,2020,Manual,11442,Diesel,146.70674209,39.2,2.0,20179
 Fiesta,2017,Manual,16698,Petrol,150.66292785,66.2,1.0,9679
 Fiesta,2013,Automatic,9809,Petrol,148.97993881,43.0,1.6,6903
 Tourneo Custom,2020,Manual,5479,Diesel,153.95935581,54.2,2.0,26188
 Focus,2016,Automatic,56795,Diesel,0.0,74.3,1.5,9997
 Fiesta,2016,Manual,34444,Petrol,0.0,66.3,1.0,8591
 EcoSport,2017,Manual,25547,Petrol,64.22873352,64.3,1.5,10998
 Fiesta,2017,Manual,41217,Petrol,0.0,66.4,1.0,8379
 Fiesta,2013,Manual,32990,Petrol,0.0,66.4,1.0,6761
 Fiesta,2016,Manual,23678,Petrol,0.0,67.1,1.0,8999
 Kuga,2013,Manual,43024,Diesel,147.99201709,55.0,2.0,9477
 Fiesta,2018,Manual,16000,Petrol,146.66720789,64.7,1.1,9249
 Focus,2018,Manual,33004,Petrol,154.82215346,41.5,2.0,17981
 Focus,2019,Manual,7779,Petrol,149.53116434,60.5,1.0,17546
 Galaxy,2018,Semi-Auto,34973,Diesel,145.36952073,54.5,2.0,22658
 Mondeo,2011,Manual,35256,Diesel,132.72541819,67.2,1.6,3826
 Fiesta,2014,Manual,28642,Petrol,0.0,65.7,1.0,8023
 EcoSport,2018,Manual,17049,Petrol,147.80465891,55.3,1.0,14447
 Ka+,2018,Manual,7601,Petrol,145.61071492,58.8,1.2,8011
 Fiesta,2017,Manual,82181,Petrol,38.7948438,55.3,1.2,4331
 Kuga,2016,Automatic,42313,Diesel,126.79980644,53.3,2.0,12115
 Focus,2018,Manual,9971,Diesel,154.23062501,74.3,1.5,15972
 Focus,2019,Manual,9110,Petrol,148.87462307,60.7,1.0,16967
 Kuga,2017,Manual,30231,Diesel,147.67986782,64.9,1.5,14391
 Focus,2018,Manual,21041,Petrol,146.50244812,58.9,1.0,11452
 Focus,2016,Manual,8743,Petrol,28.16150895,60.4,1.0,9784
 Fiesta,2017,Semi-Auto,10149,Petrol,146.47227203,58.8,1.0,10515
 Focus,2018,Manual,14041,Petrol,153.87723654,60.3,1.0,10716
 Ka+,2017,Manual,12425,Petrol,79.15610715,58.5,1.2,8129
 Kuga,2018,Manual,11831,Diesel,147.74621639,55.2,1.5,16477
 Fiesta,2017,Manual,16527,Petrol,148.00730574,65.8,1.0,9995
 Fiesta,2018,Manual,23414,Petrol,145.24887102,66.1,1.0,11460
 EcoSport,2017,Manual,48290,Diesel,147.95959651,68.2,1.5,9253
 Focus,2017,Manual,17402,Diesel,149.74000069,74.3,1.5,12691
 Kuga,2017,Semi-Auto,19398,Diesel,145.37467246,54.5,2.0,19230
 Fiesta,2018,Manual,14950,Petrol,148.87634001,64.5,1.1,9484
 Ka+,2020,Manual,2360,Petrol,149.58525218,43.8,1.2,12760
 Fiesta,2019,Manual,12340,Petrol,147.56833889,56.5,1.0,13999
 Focus,2019,Manual,17306,Petrol,147.8279826,59.9,1.0,13783
 EcoSport,2019,Manual,7664,Petrol,149.92620731,52.6,1.0,13034
 Focus,2018,Manual,19728,Petrol,148.05909265,60.7,1.0,12957
 KA,2018,Manual,11271,Petrol,146.38599933,49.1,1.2,9243
 Kuga,2017,Manual,15659,Diesel,239.01108088,38.4,1.5,14085
 Grand C-MAX,2017,Manual,30280,Diesel,90.89131413,65.2,1.5,10098
 EcoSport,2018,Manual,10231,Diesel,147.36043057,68.3,1.5,13490
 B-MAX,2016,Manual,31063,Petrol,114.57338668,55.8,1.0,8547
 Tourneo Custom,2015,Manual,53689,Diesel,106.40139742,65.3,2.0,14337
 Mondeo,2014,Manual,16993,Diesel,110.0353963,64.1,2.0,9240
 Kuga,2019,Manual,1763,Petrol,145.16973754,35.7,1.5,20166
 Focus,2019,Manual,23298,Petrol,149.7442154,34.8,2.3,34076
 Fiesta,2018,Manual,11127,Petrol,146.96148449,66.5,1.0,11996
 Fiesta,2019,Automatic,3997,Petrol,148.76008039,43.3,1.0,17345
 Kuga,2015,Manual,11245,Diesel,149.73218131,55.3,2.0,18036
 C-MAX,2013,Manual,45972,Diesel,22.4558829,69.1,1.5,7566
 Grand C-MAX,2017,Manual,33479,Petrol,62.15307331,58.5,1.0,12307
 Fiesta,2017,Manual,9558,Petrol,134.94251767,55.2,1.2,8580
 Ka+,2019,Manual,3586,Petrol,153.98637466,48.5,1.2,10585
 Fiesta,2018,Manual,6206,Petrol,148.55163874,55.4,1.1,11563
 Focus,2018,Manual,12457,Petrol,148.63133065,41.6,2.0,18983
 Focus,2017,Manual,126558,Diesel,145.52205594,60.5,1.5,11498
 EcoSport,2017,Manual,68753,Petrol,145.52525116,45.3,1.5,7689
 Focus,2017,Manual,22768,Petrol,22.77562944,60.1,1.0,11408
 Focus,2015,Manual,48024,Petrol,22.45993548,60.5,1.0,8416
 Kuga,2017,Manual,17377,Diesel,150.46751099,60.9,2.0,15584
 Fiesta,2019,Manual,5904,Petrol,149.82852398,60.4,1.0,15477
 Fiesta,2019,Manual,796,Petrol,146.34416168,59.0,1.1,12589
 Fiesta,2016,Manual,19488,Diesel,0.0,77.0,1.5,8410
 Kuga,2016,Manual,44358,Diesel,127.90884042,60.8,2.0,13577
 Kuga,2011,Manual,135424,Diesel,130.72041917,60.7,2.0,7799
 Kuga,2019,Manual,16797,Petrol,149.85304674,35.3,1.5,19398
 Fiesta,2019,Manual,2334,Petrol,151.78594757,59.5,1.0,15875
 Focus,2017,Manual,19769,Petrol,0.0,74.3,1.5,10272
 S-MAX,2018,Automatic,11324,Diesel,148.1919792,49.2,2.0,21510
 Galaxy,2018,Automatic,25389,Diesel,147.48325801,59.8,2.0,32849
 Fiesta,2017,Manual,25218,Petrol,147.71670891,67.2,1.0,10416
 EcoSport,2016,Automatic,24260,Petrol,162.29455849,45.0,1.5,9785
 C-MAX,2016,Manual,11505,Diesel,21.83795461,69.6,1.5,8766
 Fiesta,2016,Manual,9685,Petrol,130.01869925,55.3,1.2,8309
 Fiesta,2019,Manual,10120,Petrol,148.49808446,56.5,1.0,14047
 Focus,2018,Manual,6850,Diesel,147.78063269,74.3,1.5,13826
 Fiesta,2016,Manual,16131,Petrol,0.0,67.1,1.0,8608
 Puma,2018,Manual,21370,Petrol,148.26596468,41.6,2.0,23589
 Kuga,2018,Semi-Auto,4626,Diesel,146.71232392,55.0,2.0,18187
 Focus,2016,Manual,9722,Diesel,29.29884418,68.6,2.0,14557
 Fiesta,2014,Manual,45027,Petrol,29.27138179,63.6,1.0,7051
 Galaxy,2017,Manual,9555,Diesel,149.41600214,55.5,2.0,17517
 Fiesta,2016,Automatic,25960,Diesel,0.0,58.8,1.5,10997
 Fiesta,2020,Manual,948,Petrol,145.71524528,59.0,1.0,14612
 Focus,2019,Automatic,13355,Diesel,147.58446544,65.6,2.0,18633
 Fiesta,2020,Manual,3662,Petrol,147.37142373,56.5,1.0,14846
 Mondeo,2019,Automatic,2374,Diesel,148.1607101,47.3,2.0,26032
 Fiesta,2018,Manual,36961,Petrol,147.00878862,65.8,1.0,10998
 Kuga,2019,Semi-Auto,17470,Diesel,148.24293205,47.5,2.0,25378
 Fiesta,2017,Manual,29777,Petrol,148.02234268,63.4,1.0,9529
 Edge,2017,Manual,10100,Diesel,147.41241606,48.0,2.0,21646
 Fiesta,2018,Manual,13496,Petrol,154.52512298,59.0,1.0,13165
 Ka+,2017,Manual,11168,Petrol,150.26325761,57.7,1.2,7508
 Fiesta,2018,Manual,17246,Petrol,145.78689348,67.2,1.0,9456
 Fiesta,2014,Manual,13711,Petrol,120.48519769,54.5,1.2,7464
 Fiesta,2016,Manual,11159,Petrol,0.0,65.8,1.0,9998
 Fiesta,2019,Manual,428,Petrol,146.24501489,59.2,1.0,16686
 Puma,2018,Manual,42995,Petrol,154.13748274,50.0,1.0,10995
 Fiesta,2019,Manual,2254,Petrol,149.7768887,40.3,1.5,17465
 Fiesta,2018,Manual,6362,Petrol,151.39948656,66.9,1.0,11495
 Focus,2018,Manual,21537,Petrol,145.36104912,42.0,2.0,18477
 Grand C-MAX,2016,Manual,30845,Petrol,96.26668936,55.1,1.0,8759
 B-MAX,2016,Manual,23413,Petrol,148.38873801,55.4,1.0,9895
 Edge,2018,Manual,20633,Diesel,153.41950334,49.2,2.0,22549
 Fiesta,2013,Automatic,24087,Petrol,152.48715771,54.6,1.2,6987
 Fusion,2015,Automatic,3702,Hybrid,163.49313703,28.3,2.0,10998
 Focus,2019,Automatic,13795,Petrol,148.38343307,52.2,1.0,17833
 Kuga,2019,Manual,1993,Diesel,149.04682667,60.8,2.0,20066
